WL,CH1 IL,CH1 PDL,CH2 IL,CH2 PDL,CH3 IL,CH3 PDL,CH4 IL,CH4 PDL,
1273.332 ,2.81,0.20,14.03,0.90,44.59,10.47,54.06,2.67,
1273.344 ,2.81,0.20,14.01,0.89,44.68,11.25,54.14,3.93,
1273.356 ,2.81,0.20,13.97,0.89,44.79,10.68,54.82,9.25,
1273.368 ,2.81,0.18,13.94,0.89,45.39,9.38,54.01,4.49,
1273.380 ,2.81,0.19,13.91,0.89,45.82,9.70,54.24,5.46,
1273.392 ,2.81,0.18,13.88,0.91,46.44,9.51,54.43,3.91,
1273.404 ,2.81,0.17,13.86,0.91,46.80,8.47,53.63,2.88,
1273.416 ,2.81,0.18,13.84,0.90,46.69,9.34,53.89,6.30,
1273.428 ,2.81,0.17,13.82,0.90,46.50,9.06,54.51,5.41,
1273.440 ,2.82,0.17,13.81,0.89,46.23,8.87,54.52,3.25,
1273.452 ,2.82,0.18,13.79,0.88,46.01,9.18,53.81,2.86,
1273.464 ,2.82,0.17,13.78,0.88,46.02,10.53,52.53,3.39,
1273.476 ,2.83,0.17,13.77,0.88,46.08,9.73,53.26,3.05,
1273.488 ,2.83,0.17,13.75,0.87,46.69,11.11,53.02,3.62,
1273.500 ,2.83,0.17,13.73,0.88,46.91,9.48,52.90,2.38,
1273.512 ,2.84,0.18,13.72,0.88,47.19,9.25,53.78,1.64,
1273.524 ,2.84,0.19,13.71,0.88,46.97,8.58,53.18,3.02,
1273.536 ,2.85,0.19,13.70,0.88,46.85,11.77,53.26,2.09,
1273.548 ,2.86,0.19,13.69,0.89,46.31,11.12,53.04,1.76,
1273.560 ,2.87,0.19,13.68,0.89,45.84,11.54,53.26,5.19,
1273.572 ,2.87,0.20,13.67,0.90,45.47,11.75,53.68,4.65,
1273.584 ,2.88,0.20,13.65,0.91,45.31,10.81,54.28,3.13,
1273.596 ,2.88,0.21,13.64,0.92,45.23,10.03,54.18,3.12,
1273.608 ,2.89,0.22,13.63,0.93,45.48,11.61,54.49,7.71,
1273.620 ,2.90,0.22,13.62,0.94,45.41,10.29,54.45,4.86,
1273.632 ,2.90,0.22,13.61,0.95,45.35,10.70,55.98,7.18,
1273.644 ,2.91,0.23,13.60,0.95,45.24,10.88,56.21,5.61,
1273.656 ,2.92,0.23,13.60,0.97,44.92,11.39,56.48,12.96,
1273.668 ,2.92,0.23,13.59,0.98,44.50,11.83,54.83,1.21,
1273.680 ,2.93,0.24,13.58,0.99,44.18,12.70,55.12,1.41,
1273.692 ,2.94,0.24,13.57,1.00,43.89,11.76,54.19,3.62,
1273.704 ,2.94,0.25,13.55,1.02,43.83,11.67,54.72,7.35,
1273.716 ,2.95,0.25,13.54,1.04,44.05,11.86,54.08,7.18,
1273.728 ,2.96,0.25,13.53,1.07,44.46,12.70,53.55,1.84,
1273.740 ,2.96,0.26,13.51,1.09,44.96,11.38,53.53,3.80,
1273.752 ,2.97,0.26,13.49,1.11,45.50,9.88,53.05,3.28,
1273.764 ,2.98,0.26,13.48,1.14,45.77,9.93,53.59,1.90,
1273.776 ,2.99,0.26,13.48,1.16,45.72,10.37,54.02,1.29,
1273.788 ,3.00,0.27,13.47,1.17,45.42,9.63,54.32,5.00,
1273.800 ,3.00,0.27,13.47,1.18,45.10,11.52,53.92,5.38,
1273.812 ,3.01,0.27,13.47,1.20,44.94,12.11,53.86,6.33,
1273.824 ,3.02,0.28,13.46,1.21,44.92,11.16,52.98,2.88,
1273.836 ,3.03,0.28,13.46,1.23,45.05,10.84,52.29,2.10,
1273.848 ,3.04,0.28,13.45,1.25,45.35,10.79,52.71,1.72,
1273.860 ,3.04,0.28,13.44,1.27,45.87,11.05,52.05,1.18,
1273.872 ,3.05,0.28,13.43,1.29,46.20,11.85,52.38,2.13,
1273.884 ,3.06,0.28,13.42,1.31,46.02,11.39,52.11,1.35,
1273.896 ,3.07,0.29,13.43,1.31,45.77,11.32,52.03,1.19,
1273.908 ,3.08,0.29,13.43,1.33,45.34,12.92,51.56,3.12,
1273.920 ,3.08,0.29,13.42,1.34,44.85,13.18,51.79,0.39,
1273.932 ,3.09,0.30,13.40,1.36,44.46,12.05,52.24,1.69,
1273.944 ,3.10,0.30,13.37,1.40,44.30,12.77,52.95,1.86,
1273.956 ,3.10,0.31,13.35,1.42,44.37,14.04,53.24,1.71,
1273.968 ,3.11,0.31,13.34,1.44,44.44,13.74,53.56,4.80,
1273.980 ,3.11,0.32,13.32,1.46,44.66,14.44,53.91,4.48,
1273.992 ,3.12,0.32,13.30,1.46,44.70,14.53,54.50,8.42,
1274.004 ,3.12,0.33,13.29,1.47,44.48,15.45,55.34,8.68,
1274.016 ,3.13,0.33,13.28,1.47,44.08,16.43,55.27,11.59,
1274.028 ,3.13,0.34,13.26,1.48,43.69,15.79,55.06,9.20,
1274.040 ,3.13,0.34,13.24,1.48,43.21,14.36,53.89,2.72,
1274.052 ,3.14,0.35,13.22,1.48,42.97,14.64,53.22,4.09,
1274.064 ,3.14,0.36,13.19,1.48,42.96,15.40,52.22,5.45,
1274.076 ,3.14,0.37,13.17,1.49,43.17,16.63,52.51,4.17,
1274.088 ,3.14,0.38,13.15,1.49,43.54,14.46,52.55,3.58,
1274.100 ,3.14,0.38,13.12,1.50,43.97,11.98,52.67,3.35,
1274.112 ,3.14,0.38,13.10,1.50,44.38,12.92,52.26,5.84,
1274.124 ,3.14,0.39,13.07,1.50,44.73,11.17,53.02,8.46,
1274.136 ,3.14,0.40,13.06,1.50,44.83,13.03,52.73,3.77,
1274.148 ,3.14,0.40,13.04,1.49,44.69,13.17,52.16,3.56,
1274.160 ,3.14,0.41,13.03,1.47,44.38,12.78,52.47,4.75,
1274.172 ,3.14,0.41,13.01,1.46,44.09,13.19,52.34,4.31,
1274.184 ,3.14,0.41,13.00,1.44,44.03,14.75,52.31,3.94,
1274.196 ,3.14,0.42,12.98,1.43,44.15,12.48,51.29,2.55,
1274.208 ,3.14,0.42,12.97,1.42,44.44,11.68,51.73,2.75,
1274.220 ,3.14,0.42,12.95,1.40,44.83,12.61,51.36,2.83,
1274.232 ,3.14,0.43,12.94,1.39,45.19,13.29,50.94,2.27,
1274.244 ,3.14,0.42,12.91,1.38,45.49,12.30,51.28,2.82,
1274.256 ,3.13,0.42,12.89,1.36,45.33,12.48,51.49,3.71,
1274.268 ,3.13,0.43,12.87,1.35,45.07,15.10,51.81,1.37,
1274.280 ,3.13,0.43,12.85,1.33,44.57,14.20,51.69,1.69,
1274.292 ,3.13,0.43,12.83,1.31,44.18,13.52,51.39,1.29,
1274.304 ,3.13,0.42,12.80,1.30,44.02,13.61,52.23,1.66,
1274.316 ,3.13,0.42,12.76,1.28,44.07,13.59,52.23,4.34,
1274.328 ,3.13,0.43,12.74,1.26,44.13,14.91,52.88,2.67,
1274.340 ,3.12,0.42,12.71,1.25,44.29,14.57,53.23,4.39,
1274.352 ,3.12,0.41,12.68,1.24,44.38,16.10,53.28,11.08,
1274.364 ,3.11,0.41,12.65,1.22,44.32,14.72,53.17,4.13,
1274.376 ,3.11,0.41,12.62,1.20,43.95,15.14,53.69,6.68,
1274.388 ,3.11,0.40,12.60,1.18,43.57,15.58,53.20,8.45,
1274.400 ,3.11,0.40,12.57,1.16,43.22,17.92,53.00,5.39,
1274.412 ,3.10,0.39,12.54,1.15,42.90,15.38,52.91,5.28,
1274.424 ,3.10,0.38,12.51,1.14,42.83,14.19,52.99,6.23,
1274.436 ,3.09,0.37,12.48,1.12,42.98,13.85,52.53,4.98,
1274.448 ,3.09,0.37,12.45,1.11,43.31,14.84,52.43,6.04,
1274.460 ,3.09,0.36,12.42,1.10,43.84,17.70,52.33,5.37,
1274.472 ,3.08,0.35,12.39,1.10,44.26,13.03,52.65,7.03,
1274.484 ,3.08,0.34,12.36,1.09,44.60,14.78,52.69,5.44,
1274.496 ,3.08,0.33,12.34,1.08,44.61,11.89,52.48,5.81,
1274.508 ,3.08,0.32,12.32,1.06,44.42,12.48,52.70,4.86,
1274.520 ,3.07,0.32,12.30,1.05,44.28,12.39,52.56,4.44,
1274.532 ,3.07,0.31,12.28,1.04,44.02,11.55,52.60,4.58,
1274.544 ,3.06,0.30,12.27,1.02,43.88,12.31,52.81,3.01,
1274.556 ,3.06,0.29,12.25,1.01,43.96,11.71,52.20,4.88,
1274.568 ,3.06,0.27,12.24,1.00,44.16,10.85,52.33,1.60,
1274.580 ,3.06,0.27,12.22,0.99,44.55,11.74,52.13,2.39,
1274.592 ,3.06,0.26,12.20,0.98,44.84,10.92,52.03,2.95,
1274.604 ,3.06,0.25,12.19,0.98,44.92,10.27,52.47,3.47,
1274.616 ,3.06,0.24,12.17,0.97,44.96,12.11,52.30,1.52,
1274.628 ,3.06,0.24,12.15,0.96,44.66,11.37,52.38,1.15,
1274.640 ,3.06,0.23,12.13,0.96,44.35,11.76,52.87,1.47,
1274.652 ,3.06,0.22,12.12,0.95,44.14,13.25,53.55,2.34,
1274.664 ,3.06,0.21,12.10,0.95,43.84,12.66,53.90,3.81,
1274.676 ,3.06,0.20,12.08,0.95,43.77,12.94,53.28,2.95,
1274.688 ,3.06,0.20,12.06,0.94,43.96,13.99,53.42,4.10,
1274.700 ,3.06,0.20,12.04,0.94,44.03,11.90,53.41,4.72,
1274.712 ,3.06,0.20,12.02,0.94,44.01,10.98,54.12,2.17,
1274.724 ,3.07,0.19,12.00,0.94,43.93,12.82,54.94,4.92,
1274.736 ,3.07,0.19,11.99,0.93,43.64,11.73,55.33,8.03,
1274.748 ,3.08,0.20,11.98,0.93,43.24,12.83,54.66,4.45,
1274.760 ,3.08,0.20,11.96,0.92,42.98,13.00,55.30,7.26,
1274.772 ,3.08,0.20,11.95,0.92,42.68,13.65,55.34,5.20,
1274.784 ,3.09,0.20,11.93,0.92,42.62,14.49,54.95,8.39,
1274.796 ,3.09,0.20,11.91,0.93,42.69,13.69,53.81,3.98,
1274.808 ,3.10,0.21,11.90,0.93,42.93,13.58,53.33,4.66,
1274.820 ,3.10,0.21,11.88,0.94,43.29,12.87,53.55,4.39,
1274.832 ,3.11,0.22,11.87,0.95,43.69,11.79,53.40,2.42,
1274.844 ,3.12,0.23,11.86,0.95,44.04,12.71,54.12,1.85,
1274.856 ,3.12,0.23,11.85,0.96,44.06,11.96,53.96,2.38,
1274.868 ,3.13,0.23,11.84,0.97,43.92,11.35,53.89,4.11,
1274.880 ,3.13,0.24,11.83,0.97,43.60,11.75,53.73,2.29,
1274.892 ,3.14,0.24,11.83,0.98,43.36,10.79,53.40,5.22,
1274.904 ,3.15,0.25,11.83,0.98,43.20,10.75,53.50,1.40,
1274.916 ,3.15,0.26,11.82,0.98,43.22,10.91,52.33,1.08,
1274.928 ,3.16,0.26,11.81,1.00,43.44,11.26,52.85,1.00,
1274.940 ,3.17,0.26,11.82,1.00,43.74,9.87,52.37,1.43,
1274.952 ,3.18,0.27,11.82,1.02,44.03,9.84,52.53,3.84,
1274.964 ,3.19,0.27,11.81,1.03,44.26,10.19,51.65,3.19,
1274.976 ,3.20,0.28,11.80,1.04,44.27,10.56,52.33,1.63,
1274.988 ,3.20,0.28,11.79,1.06,43.93,10.30,52.23,3.50,
1275.000 ,3.21,0.29,11.79,1.07,43.57,10.77,52.16,3.22,
1275.012 ,3.22,0.29,11.78,1.08,43.36,11.04,51.91,1.37,
1275.024 ,3.23,0.29,11.77,1.10,43.14,12.06,52.69,3.08,
1275.036 ,3.23,0.30,11.75,1.11,43.10,11.94,53.55,0.63,
1275.048 ,3.24,0.30,11.74,1.13,43.12,12.34,54.73,3.15,
1275.060 ,3.25,0.30,11.73,1.15,43.24,12.61,54.03,3.92,
1275.072 ,3.26,0.31,11.73,1.16,43.27,12.30,55.00,5.14,
1275.084 ,3.27,0.31,11.72,1.18,43.21,12.30,54.91,4.64,
1275.096 ,3.28,0.32,11.70,1.18,42.99,12.23,55.07,8.06,
1275.108 ,3.29,0.33,11.70,1.19,42.65,13.00,54.10,2.74,
1275.120 ,3.30,0.33,11.71,1.21,42.22,14.09,53.72,3.69,
1275.132 ,3.31,0.33,11.70,1.22,41.87,13.78,53.62,3.35,
1275.144 ,3.32,0.34,11.69,1.23,41.76,13.84,53.03,4.11,
1275.156 ,3.33,0.34,11.68,1.25,41.76,14.21,52.58,3.21,
1275.168 ,3.34,0.35,11.68,1.26,42.03,13.45,52.04,3.02,
1275.180 ,3.34,0.35,11.67,1.28,42.35,12.30,52.49,2.49,
1275.192 ,3.36,0.35,11.66,1.30,42.80,12.80,52.23,3.59,
1275.204 ,3.36,0.36,11.65,1.32,43.14,12.13,52.35,7.79,
1275.216 ,3.37,0.36,11.64,1.34,43.23,12.44,52.00,3.89,
1275.228 ,3.38,0.36,11.64,1.35,43.06,11.88,52.56,3.70,
1275.240 ,3.39,0.37,11.64,1.35,42.87,12.48,52.18,3.72,
1275.252 ,3.40,0.38,11.64,1.36,42.59,11.77,52.01,6.23,
1275.264 ,3.41,0.38,11.63,1.36,42.43,12.23,51.34,4.37,
1275.276 ,3.41,0.39,11.62,1.36,42.49,12.06,51.27,1.84,
1275.288 ,3.42,0.39,11.62,1.36,42.60,12.08,51.17,2.67,
1275.300 ,3.43,0.40,11.61,1.36,43.00,11.87,51.02,4.14,
1275.312 ,3.43,0.40,11.60,1.37,43.36,10.47,50.68,2.84,
1275.324 ,3.44,0.40,11.59,1.37,43.67,10.53,50.33,2.01,
1275.336 ,3.44,0.41,11.57,1.38,43.59,10.15,50.46,1.62,
1275.348 ,3.44,0.41,11.55,1.38,43.37,9.19,50.67,2.02,
1275.360 ,3.45,0.42,11.54,1.38,43.10,9.85,51.13,2.84,
1275.372 ,3.46,0.43,11.52,1.38,42.86,10.12,51.28,1.86,
1275.384 ,3.46,0.43,11.50,1.38,42.64,10.99,51.88,2.76,
1275.396 ,3.46,0.44,11.48,1.38,42.47,11.41,51.45,1.25,
1275.408 ,3.46,0.45,11.46,1.37,42.61,11.67,51.99,4.87,
1275.420 ,3.46,0.45,11.43,1.37,42.82,11.76,52.29,4.17,
1275.432 ,3.47,0.45,11.41,1.36,42.88,11.22,52.23,6.62,
1275.444 ,3.46,0.46,11.38,1.35,42.76,10.79,52.26,7.97,
1275.456 ,3.46,0.46,11.36,1.35,42.61,11.71,52.27,5.33,
1275.468 ,3.47,0.47,11.35,1.33,42.26,12.01,52.64,5.21,
1275.480 ,3.47,0.47,11.33,1.32,41.93,11.54,53.07,8.58,
1275.492 ,3.46,0.47,11.31,1.30,41.59,11.69,52.30,12.76,
1275.504 ,3.46,0.47,11.28,1.29,41.44,12.87,51.88,6.31,
1275.516 ,3.46,0.48,11.26,1.27,41.41,12.05,52.15,8.46,
1275.528 ,3.46,0.48,11.23,1.26,41.57,12.24,51.31,6.05,
1275.540 ,3.46,0.48,11.21,1.25,41.96,12.07,52.48,13.09,
1275.552 ,3.46,0.48,11.18,1.24,42.38,10.95,51.91,8.27,
1275.564 ,3.46,0.48,11.16,1.24,42.69,10.77,51.86,5.68,
1275.576 ,3.46,0.47,11.14,1.23,42.86,10.40,51.62,5.77,
1275.588 ,3.46,0.48,11.11,1.21,42.85,10.22,51.73,4.28,
1275.600 ,3.45,0.47,11.09,1.20,42.61,10.18,52.02,7.14,
1275.612 ,3.45,0.47,11.07,1.18,42.35,10.33,51.81,7.97,
1275.624 ,3.44,0.46,11.05,1.16,42.17,10.35,51.83,4.93,
1275.636 ,3.44,0.46,11.03,1.14,42.12,10.45,51.20,4.22,
1275.648 ,3.45,0.45,11.01,1.13,42.16,9.82,51.09,2.73,
1275.660 ,3.44,0.45,10.99,1.11,42.35,8.93,51.24,2.86,
1275.672 ,3.44,0.45,10.97,1.09,42.68,8.72,51.36,5.28,
1275.684 ,3.44,0.43,10.95,1.08,42.95,8.01,50.96,3.81,
1275.696 ,3.44,0.43,10.92,1.07,43.15,7.25,51.20,2.63,
1275.708 ,3.44,0.42,10.90,1.05,43.12,7.28,51.40,1.86,
1275.720 ,3.44,0.41,10.88,1.04,42.89,7.18,52.00,3.50,
1275.732 ,3.44,0.41,10.85,1.03,42.62,7.75,52.61,1.42,
1275.744 ,3.44,0.40,10.82,1.02,42.38,8.03,52.20,1.46,
1275.756 ,3.44,0.38,10.80,1.01,42.26,7.77,52.43,1.51,
1275.768 ,3.44,0.38,10.77,1.00,42.37,7.80,52.96,5.58,
1275.780 ,3.43,0.38,10.74,0.99,42.45,7.74,53.34,4.28,
1275.792 ,3.43,0.36,10.72,0.98,42.56,7.90,52.90,3.79,
1275.804 ,3.43,0.36,10.70,0.97,42.62,7.63,54.44,14.91,
1275.816 ,3.43,0.35,10.68,0.97,42.38,7.55,54.87,17.97,
1275.828 ,3.43,0.34,10.66,0.96,42.14,7.79,53.55,11.36,
1275.840 ,3.43,0.33,10.64,0.95,41.83,8.08,53.59,6.16,
1275.852 ,3.43,0.31,10.63,0.95,41.45,8.32,53.10,4.58,
1275.864 ,3.43,0.30,10.61,0.94,41.30,8.67,53.26,3.36,
1275.876 ,3.43,0.30,10.59,0.93,41.29,8.77,52.63,4.73,
1275.888 ,3.43,0.29,10.57,0.93,41.36,8.65,52.85,5.51,
1275.900 ,3.42,0.27,10.55,0.93,41.63,8.41,52.50,3.65,
1275.912 ,3.42,0.27,10.54,0.93,42.00,8.03,52.70,3.79,
1275.924 ,3.43,0.26,10.52,0.93,42.22,7.91,52.97,3.33,
1275.936 ,3.43,0.26,10.50,0.92,42.39,7.46,53.01,6.73,
1275.948 ,3.43,0.25,10.48,0.93,42.38,7.02,52.83,3.34,
1275.960 ,3.43,0.23,10.47,0.93,42.21,7.34,52.74,3.95,
1275.972 ,3.43,0.23,10.46,0.92,41.94,7.20,52.58,7.55,
1275.984 ,3.43,0.23,10.44,0.91,41.80,7.34,52.77,1.33,
1275.996 ,3.44,0.22,10.43,0.91,41.67,7.18,52.38,1.68,
1276.008 ,3.44,0.23,10.42,0.91,41.72,7.22,52.55,2.22,
1276.020 ,3.44,0.22,10.41,0.91,41.83,7.12,51.93,0.97,
1276.032 ,3.44,0.22,10.39,0.90,42.01,6.44,52.04,2.17,
1276.044 ,3.44,0.22,10.37,0.90,42.23,6.07,52.91,2.69,
1276.056 ,3.44,0.22,10.36,0.91,42.24,5.48,52.15,1.14,
1276.068 ,3.45,0.23,10.35,0.91,42.27,5.45,52.47,1.67,
1276.080 ,3.45,0.23,10.34,0.91,42.18,5.73,52.17,3.18,
1276.092 ,3.46,0.23,10.33,0.92,41.95,5.89,52.65,0.97,
1276.104 ,3.46,0.24,10.31,0.91,41.81,6.09,53.41,2.06,
1276.116 ,3.47,0.24,10.30,0.92,41.74,6.38,53.40,1.85,
1276.128 ,3.47,0.25,10.29,0.92,41.75,6.46,53.07,2.00,
1276.140 ,3.48,0.25,10.29,0.93,41.89,6.47,54.22,11.44,
1276.152 ,3.49,0.26,10.28,0.94,41.92,6.38,56.01,10.24,
1276.164 ,3.50,0.27,10.27,0.94,41.99,6.25,55.35,7.36,
1276.176 ,3.51,0.27,10.26,0.95,41.81,6.52,54.63,3.38,
1276.188 ,3.52,0.28,10.26,0.96,41.56,6.65,54.55,8.97,
1276.200 ,3.52,0.28,10.26,0.96,41.20,6.97,54.36,2.92,
1276.212 ,3.53,0.29,10.26,0.97,40.92,7.57,53.12,3.08,
1276.224 ,3.54,0.29,10.25,0.97,40.75,7.69,53.14,2.26,
1276.236 ,3.55,0.29,10.25,0.99,40.72,8.24,52.48,4.56,
1276.248 ,3.56,0.30,10.24,0.99,40.73,8.28,52.17,2.62,
1276.260 ,3.57,0.31,10.23,1.00,40.95,7.94,51.87,2.99,
1276.272 ,3.58,0.31,10.23,1.01,41.27,7.73,52.00,2.32,
1276.284 ,3.59,0.32,10.22,1.03,41.56,7.21,52.72,5.18,
1276.296 ,3.60,0.32,10.21,1.04,41.77,7.01,52.66,2.98,
1276.308 ,3.61,0.33,10.20,1.05,41.78,6.82,52.63,3.83,
1276.320 ,3.62,0.33,10.20,1.06,41.61,6.82,52.40,3.55,
1276.332 ,3.63,0.33,10.20,1.08,41.39,7.06,52.61,4.50,
1276.344 ,3.64,0.34,10.20,1.09,41.15,7.22,52.36,2.31,
1276.356 ,3.64,0.34,10.19,1.09,41.03,7.34,51.88,0.47,
1276.368 ,3.65,0.34,10.18,1.10,41.03,7.21,51.97,1.51,
1276.380 ,3.65,0.35,10.17,1.11,41.21,6.98,51.54,1.21,
1276.392 ,3.67,0.36,10.16,1.11,41.44,6.59,50.95,2.42,
1276.404 ,3.67,0.36,10.16,1.12,41.64,6.14,50.80,2.50,
1276.416 ,3.68,0.37,10.15,1.13,41.85,5.41,51.33,3.82,
1276.428 ,3.69,0.37,10.15,1.14,41.88,5.51,51.30,2.16,
1276.440 ,3.71,0.37,10.15,1.15,41.73,5.77,51.42,1.31,
1276.452 ,3.71,0.38,10.14,1.16,41.52,5.76,51.77,2.29,
1276.464 ,3.72,0.39,10.13,1.17,41.36,6.20,52.61,2.10,
1276.476 ,3.73,0.39,10.12,1.18,41.28,6.44,52.45,3.13,
1276.488 ,3.73,0.39,10.11,1.19,41.23,6.53,52.33,3.03,
1276.500 ,3.74,0.40,10.10,1.20,41.31,6.33,52.79,6.99,
1276.512 ,3.75,0.40,10.10,1.20,41.50,6.15,53.23,8.40,
1276.524 ,3.75,0.41,10.09,1.21,41.50,6.21,53.53,9.56,
1276.536 ,3.76,0.41,10.07,1.21,41.47,6.16,53.05,5.39,
1276.548 ,3.77,0.41,10.07,1.22,41.25,6.23,53.05,5.91,
1276.560 ,3.78,0.41,10.06,1.22,40.94,6.79,53.38,6.79,
1276.572 ,3.78,0.42,10.05,1.22,40.61,7.24,52.24,6.32,
1276.584 ,3.79,0.42,10.04,1.23,40.38,7.54,52.22,4.81,
1276.596 ,3.80,0.42,10.03,1.22,40.25,7.89,52.13,5.13,
1276.608 ,3.81,0.43,10.01,1.22,40.27,8.18,51.59,5.31,
1276.620 ,3.81,0.42,10.00,1.23,40.46,7.82,51.10,5.81,
1276.632 ,3.82,0.43,9.99,1.23,40.72,7.36,51.28,5.50,
1276.644 ,3.82,0.44,9.96,1.23,41.06,6.94,51.20,5.06,
1276.656 ,3.83,0.43,9.94,1.23,41.35,6.56,51.26,4.37,
1276.668 ,3.83,0.43,9.92,1.22,41.43,6.26,51.39,5.14,
1276.680 ,3.84,0.44,9.90,1.22,41.32,6.41,51.77,8.36,
1276.692 ,3.84,0.44,9.89,1.21,41.10,6.48,52.04,6.71,
1276.704 ,3.84,0.44,9.87,1.20,40.88,6.59,51.66,5.94,
1276.716 ,3.85,0.45,9.85,1.19,40.70,6.62,51.34,4.08,
1276.728 ,3.85,0.45,9.83,1.18,40.65,6.53,51.61,5.04,
1276.740 ,3.85,0.45,9.81,1.17,40.73,6.42,51.03,5.14,
1276.752 ,3.85,0.46,9.79,1.15,40.91,5.70,51.07,4.45,
1276.764 ,3.86,0.46,9.77,1.13,41.16,5.31,50.69,3.17,
1276.776 ,3.86,0.46,9.75,1.12,41.38,4.68,50.82,4.18,
1276.788 ,3.86,0.47,9.73,1.11,41.38,4.53,51.32,4.53,
1276.800 ,3.86,0.46,9.71,1.10,41.37,4.39,50.92,2.35,
1276.812 ,3.86,0.46,9.70,1.10,41.18,4.48,51.40,3.04,
1276.824 ,3.86,0.47,9.68,1.08,41.00,4.35,51.90,4.77,
1276.836 ,3.87,0.47,9.65,1.07,40.86,4.47,52.13,5.00,
1276.848 ,3.87,0.47,9.63,1.06,40.86,4.51,52.75,6.44,
1276.860 ,3.87,0.47,9.61,1.05,40.87,4.40,53.68,9.39,
1276.872 ,3.87,0.47,9.59,1.04,40.98,4.33,53.24,5.39,
1276.884 ,3.87,0.46,9.57,1.03,41.12,4.13,54.00,9.66,
1276.896 ,3.87,0.46,9.55,1.01,41.09,4.00,53.36,13.15,
1276.908 ,3.87,0.46,9.53,1.00,40.96,4.17,52.86,5.07,
1276.920 ,3.86,0.46,9.51,0.99,40.69,4.37,52.50,4.98,
1276.932 ,3.86,0.46,9.49,0.97,40.36,4.81,52.61,3.92,
1276.944 ,3.86,0.45,9.47,0.96,40.05,5.06,52.41,3.24,
1276.956 ,3.86,0.44,9.45,0.95,39.92,5.36,51.84,3.42,
1276.968 ,3.86,0.44,9.42,0.93,39.92,5.38,52.41,9.77,
1276.980 ,3.85,0.43,9.40,0.92,40.06,5.05,52.02,3.71,
1276.992 ,3.85,0.42,9.38,0.91,40.20,5.01,51.87,3.35,
1277.004 ,3.85,0.42,9.36,0.90,40.45,4.74,51.87,6.20,
1277.016 ,3.85,0.41,9.32,0.90,40.71,4.22,52.30,5.96,
1277.028 ,3.85,0.40,9.29,0.89,40.82,4.06,52.78,5.93,
1277.040 ,3.85,0.40,9.27,0.88,40.79,3.95,52.66,4.57,
1277.052 ,3.84,0.39,9.24,0.88,40.65,3.74,52.30,2.87,
1277.064 ,3.84,0.38,9.22,0.87,40.39,4.04,51.93,2.85,
1277.076 ,3.84,0.36,9.19,0.86,40.23,4.23,52.15,4.14,
1277.088 ,3.84,0.35,9.17,0.85,40.17,4.31,52.27,4.66,
1277.100 ,3.83,0.35,9.15,0.84,40.11,4.36,51.67,2.30,
1277.112 ,3.83,0.34,9.13,0.83,40.18,4.07,51.69,2.69,
1277.124 ,3.84,0.32,9.10,0.83,40.38,3.56,51.37,4.41,
1277.136 ,3.84,0.32,9.09,0.82,40.44,3.21,51.81,5.07,
1277.148 ,3.84,0.31,9.07,0.82,40.55,2.83,52.24,5.72,
1277.160 ,3.84,0.30,9.05,0.82,40.49,2.62,51.99,1.42,
1277.172 ,3.84,0.29,9.04,0.82,40.45,2.70,52.84,3.54,
1277.184 ,3.84,0.28,9.02,0.82,40.35,2.69,52.74,3.64,
1277.196 ,3.84,0.28,9.00,0.81,40.24,2.82,53.42,2.39,
1277.208 ,3.84,0.27,8.99,0.81,40.16,2.85,53.51,3.61,
1277.220 ,3.84,0.26,8.97,0.82,40.19,2.93,54.38,8.32,
1277.232 ,3.85,0.26,8.96,0.82,40.29,2.67,55.02,12.98,
1277.244 ,3.85,0.25,8.96,0.82,40.34,2.63,55.55,4.52,
1277.256 ,3.86,0.24,8.94,0.82,40.37,2.51,56.29,13.81,
1277.268 ,3.86,0.24,8.94,0.83,40.25,2.65,55.68,4.98,
1277.280 ,3.86,0.24,8.93,0.83,40.09,2.93,54.77,3.33,
1277.292 ,3.87,0.24,8.92,0.83,39.85,3.19,54.33,6.93,
1277.304 ,3.87,0.24,8.90,0.82,39.61,3.54,53.10,4.45,
1277.316 ,3.87,0.23,8.89,0.83,39.41,3.89,52.58,1.85,
1277.328 ,3.88,0.23,8.88,0.83,39.34,4.11,52.86,3.54,
1277.340 ,3.88,0.24,8.88,0.83,39.45,4.02,53.06,1.34,
1277.352 ,3.89,0.24,8.87,0.84,39.55,3.95,52.79,3.18,
1277.364 ,3.90,0.24,8.85,0.84,39.77,3.59,53.22,6.70,
1277.376 ,3.90,0.25,8.84,0.85,39.94,3.19,52.95,3.03,
1277.388 ,3.91,0.25,8.84,0.86,40.06,3.03,52.75,4.71,
1277.400 ,3.91,0.25,8.83,0.86,40.08,2.95,52.88,4.02,
1277.412 ,3.92,0.26,8.82,0.87,40.01,2.88,53.56,3.27,
1277.424 ,3.93,0.26,8.80,0.88,39.85,3.01,53.24,3.17,
1277.436 ,3.93,0.26,8.80,0.88,39.70,3.20,52.74,3.20,
1277.448 ,3.94,0.27,8.80,0.89,39.58,3.55,52.59,2.28,
1277.460 ,3.95,0.27,8.80,0.90,39.59,3.42,52.56,1.27,
1277.472 ,3.96,0.28,8.79,0.90,39.66,3.24,52.56,4.51,
1277.484 ,3.96,0.28,8.79,0.90,39.75,3.05,52.35,2.80,
1277.496 ,3.97,0.29,8.79,0.91,39.84,2.89,52.16,2.02,
